id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real,escenario_sintetico
C001171,P0006,E13,F055,Comparación de Precios,Adquisición de materiales de construcción,goods,89083.4,2026-03-24,False,False,normal
C002865,P0171,E02,F011,Contratación Directa,Suministro de combustible,goods,218875.51,2025-08-11,False,False,normal
C002471,P0183,E01,F048,Contratación Directa,Consultoría en ingeniería,services,417751.45,2023-11-12,False,False,normal
C002221,P0189,E05,F037,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,47971.39,2023-01-14,False,False,normal
C000486,P0207,E10,F004,Adjudicación Simplificada,Servicio de transporte,services,63318.91,2023-05-24,False,False,normal
C700009,P0178,E01,F017,Adjudicación Simplificada,Servicio de capacitación,services,270405.8,2025-03-24,False,False,hard_negative_concentracion_legitima
C700027,P0180,E16,F042,Licitación Pública,Obra de rehabilitación vial,works,282324.17,2024-01-11,False,False,hard_negative_concentracion_legitima
C000051,P0200,E05,F001,Licitación Pública,Obra de rehabilitación vial,works,137244.47,2025-11-12,False,False,normal
C002637,P0065,E12,F050,Adjudicación Simplificada,Suministro de combustible,goods,106075.61,2024-10-23,False,False,normal
C001052,P0115,E08,F014,Contratación Directa,Adquisición de equipos informáticos,goods,25590.48,2023-03-15,False,False,normal
C000501,P0186,E01,F018,Comparación de Precios,Obra de rehabilitación vial,works,45537.71,2026-02-12,False,False,normal
C001295,P0218,E09,F027,Concurso Público,Adquisición de equipos informáticos,goods,57834.67,2026-05-21,False,False,normal
C000270,P0087,E10,F026,Licitación Pública,Adquisición de materiales de construcción,goods,10580.74,2024-07-21,False,False,normal
C003006,P0001,E17,F031,Contratación Directa,Adquisición de equipos informáticos,goods,141997.36,2025-06-22,False,False,normal
C001213,P0064,E09,F043,Licitación Pública,Adquisición de equipos informáticos,goods,22344.69,2025-09-27,False,False,normal
C000857,P0211,E14,F016,Comparación de Precios,Adquisición de equipos informáticos,goods,14268.05,2026-06-04,False,False,normal
C001765,P0127,E01,F048,Comparación de Precios,Obra de rehabilitación vial,works,40661.52,2023-06-10,False,False,normal
C002115,P0032,E13,F058,Licitación Pública,Servicio de mantenimiento de infraestructura,services,18614.16,2026-02-15,False,False,normal
C002784,P0072,E07,F023,Comparación de Precios,Adquisición de materiales de construcción,goods,15488.23,2024-07-30,False,False,normal
C001018,P0049,E03,F000,Comparación de Precios,Adquisición de bienes de oficina,goods,34898.94,2024-12-04,False,False,normal
C000183,P0115,E11,F049,Concurso Público,Suministro de combustible,goods,124939.27,2026-06-12,False,False,normal
C002287,P0172,E03,F000,Contratación Directa,Adquisición de bienes de oficina,goods,37365.72,2024-09-03,False,False,normal
C003317,P0072,E11,F049,Concurso Público,Adquisición de equipos informáticos,goods,100031.61,2024-09-07,False,False,normal
C002615,P0163,E14,F040,Concurso Público,Servicio de limpieza y vigilancia,services,,2026-04-10,False,False,normal
C001222,P0040,E07,F036,Adjudicación Simplificada,Consultoría en ingeniería,services,134873.99,2026-02-01,False,False,normal
C000139,P0040,E02,F025,Licitación Pública,Obra de rehabilitación vial,works,17148.82,2023-06-18,False,False,normal
C002251,P0185,E17,F012,Licitación Pública,Adquisición de bienes de oficina,goods,126147.48,2023-02-19,False,False,normal
C000599,P0204,E10,F004,Contratación Directa,Consultoría en ingeniería,services,8816.98,2023-02-16,False,False,normal
C001242,P0201,E12,F021,Comparación de Precios,Adquisición de bienes de oficina,goods,48234.4,2024-04-30,False,False,normal
C003425,P0197,E01,F048,Adjudicación Simplificada,Consultoría en ingeniería,services,92067.32,2024-06-12,False,False,normal
C700070,P0156,E02,F044,Licitación Pública,Servicio de mantenimiento de infraestructura,services,788454.79,2025-02-18,False,False,hard_negative_concentracion_legitima
C002181,P0062,E05,F001,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,29685.43,2023-12-15,False,False,normal
C000438,P0098,E16,F057,Licitación Pública,Suministro de combustible,goods,29324.56,2023-06-20,False,False,normal
C001616,P0025,E08,F028,Adjudicación Simplificada,Consultoría en ingeniería,services,44816.67,2023-07-14,False,False,normal
C001159,P0069,E14,F029,Comparación de Precios,Adquisición de bienes de oficina,goods,47546.49,2023-07-05,False,False,normal
C000144,P0175,E00,F038,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,31950.21,2024-10-25,False,False,normal
C003204,P0140,E08,F020,Comparación de Precios,Adquisición de bienes de oficina,goods,151243.43,2023-01-13,False,False,normal
C003158,P0073,E13,F056,Adjudicación Simplificada,Obra de rehabilitación vial,works,25295.93,2024-11-17,False,False,normal
C000298,P0167,E15,F035,Comparación de Precios,Adquisición de materiales de construcción,goods,26649.18,2025-08-16,False,False,normal
C001621,P0092,E01,F048,Comparación de Precios,Consultoría en ingeniería,services,195458.9,2025-12-25,False,False,normal
C000457,P0020,E11,F054,Comparación de Precios,,goods,60921.09,2026-04-27,False,False,normal
C003160,P0153,E12,F021,Comparación de Precios,Adquisición de bienes de oficina,goods,21216.55,2026-03-20,False,False,normal
C003125,P0065,E07,F036,Licitación Pública,,goods,81196.63,2025-10-17,False,False,normal
C001777,P0121,E07,F013,Comparación de Precios,Servicio de limpieza y vigilancia,services,14110.93,2023-02-26,False,False,normal
C001979,P0069,E01,F018,Adjudicación Simplificada,Servicio de transporte,services,73435.88,2024-02-24,False,False,normal
C000251,P0008,E00,F041,Adjudicación Simplificada,Obra de rehabilitación vial,works,48144.92,2025-05-18,False,False,normal
C001234,P0013,E01,F048,,Servicio de transporte,services,142141.52,2025-08-25,False,False,normal
C000655,P0167,E02,F044,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,41212.05,2025-04-10,False,False,normal
C000291,P0142,E14,F040,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,53411.97,2025-09-24,False,False,normal
C001877,P0024,E08,F015,Adjudicación Simplificada,Servicio de capacitación,services,61555.14,2024-11-07,False,False,normal
C002623,P0100,E17,F031,Contratación Directa,Consultoría en ingeniería,services,30619.96,2023-02-06,False,False,normal
C000279,P0191,E11,F054,Concurso Público,Suministro de combustible,goods,43304.65,2024-03-29,False,False,normal
C003037,P0093,E16,F057,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,10503.43,2023-09-03,False,False,normal
C002628,P0100,E14,F040,Comparación de Precios,Servicio de limpieza y vigilancia,services,39678.83,2024-06-05,False,False,normal
C003011,P0028,E02,F025,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,43833.5,2025-08-01,False,False,normal
C001426,P0207,E02,F044,Contratación Directa,Servicio de capacitación,services,22985.23,2024-07-13,False,False,normal
C000325,P0213,E01,F017,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,14446.92,2023-08-10,False,False,normal
C000736,P0038,E07,F036,Adjudicación Simplificada,Suministro de combustible,goods,,2024-03-09,False,False,normal
C002577,P0180,E09,F033,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,39651.87,2025-11-03,False,False,normal
C000534,P0030,E16,F057,Licitación Pública,Servicio de mantenimiento de infraestructura,services,9892.39,2024-03-28,False,False,normal
C000842,P0093,E05,F032,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,18329.02,2026-05-08,False,False,normal
C700021,P0143,E06,F006,Licitación Pública,Servicio de transporte,services,687690.31,2025-11-20,False,False,hard_negative_concentracion_legitima
C000838,P0007,E09,F043,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,5801.22,2024-09-26,False,False,normal
C001068,P0053,E08,F014,Licitación Pública,Servicio de capacitación,services,142653.91,2023-10-28,False,False,normal
C002881,P0015,E15,F035,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,32531.0,2024-12-04,False,False,normal
C002576,P0041,E10,F004,Comparación de Precios,Consultoría en ingeniería,services,120281.85,2026-02-20,False,False,normal
C001778,P0065,E02,F025,Adjudicación Simplificada,Consultoría en ingeniería,services,214865.25,2025-08-21,False,False,normal
C003487,P0210,E12,F050,Contratación Directa,Obra de rehabilitación vial,works,163481.7,2023-01-04,False,False,normal
C000076,P0073,E16,F002,Concurso Público,Obra de rehabilitación vial,works,84511.7,2024-08-18,False,False,normal
C001334,P0179,E13,F058,Comparación de Precios,Suministro de combustible,goods,21949.96,2023-09-12,False,False,normal
C000414,P0062,E13,F058,Contratación Directa,Suministro de combustible,goods,35213.27,2025-10-01,False,False,normal
C001952,P0094,E07,F036,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,37137.21,2023-12-03,False,False,normal
C001117,P0084,E11,F049,Contratación Directa,Servicio de capacitación,services,133491.88,2023-01-05,False,False,normal
C001313,P0205,E06,F006,,Adquisición de bienes de oficina,goods,81958.24,2023-05-19,False,False,normal
C001116,P0132,E04,F019,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,45580.62,2024-07-23,False,False,normal
C002022,P0215,E06,F039,Comparación de Precios,Adquisición de bienes de oficina,goods,49041.05,2025-10-01,False,False,normal
C001509,P0123,E16,F042,Adjudicación Simplificada,Servicio de transporte,services,350959.23,2023-03-28,False,False,normal
C002149,P0133,E03,F000,Licitación Pública,Consultoría en ingeniería,services,37215.76,2026-04-18,False,False,normal
C000495,P0174,E10,F026,Comparación de Precios,Consultoría en ingeniería,services,18302.91,2025-08-18,False,False,normal
C000321,P0030,E13,F056,Comparación de Precios,Adquisición de bienes de oficina,goods,5742.54,2023-10-29,False,False,normal
C000450,P0087,E06,F039,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,109202.51,2023-11-29,False,False,normal
C003276,P0021,E15,F035,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,48591.4,2026-02-18,False,False,normal
C900066,P0064,E00,F041,Contratación Directa,Obra de rehabilitación vial,works,280644.98,2024-09-23,True,False,favoritismo_sembrado
C000124,P0131,E04,F019,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,23792.21,2024-03-01,False,False,normal
C000314,P0088,E17,F003,Contratación Directa,Adquisición de materiales de construcción,goods,28894.01,2025-11-30,False,False,normal
C000810,P0205,E11,F007,Adjudicación Simplificada,Obra de rehabilitación vial,works,54134.24,2025-10-15,False,False,normal
C000305,P0198,E15,F035,Comparación de Precios,Servicio de limpieza y vigilancia,services,29293.57,2023-10-29,False,False,normal
C001074,P0099,E04,F019,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,71706.4,2024-09-17,False,False,normal
C001041,P0094,E04,F019,Adjudicación Simplificada,,works,82855.36,2024-05-18,False,False,normal
C000408,P0097,E02,F044,Adjudicación Simplificada,Consultoría en ingeniería,services,44059.78,2024-06-12,False,False,normal
C001580,P0010,E09,F033,Comparación de Precios,Obra de rehabilitación vial,works,204321.76,2024-07-26,False,False,normal
C000700,P0162,E01,F048,Licitación Pública,Servicio de mantenimiento de infraestructura,services,77617.0,2023-05-10,False,False,normal
C002302,P0060,E12,F021,Licitación Pública,Servicio de transporte,services,164852.95,2024-07-25,False,False,normal
C000511,P0159,E15,F035,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,282064.36,2024-02-26,False,False,normal
C001395,P0062,E16,F002,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,185606.99,2026-03-29,False,False,normal
C000594,P0194,E06,F006,Licitación Pública,Servicio de capacitación,services,65806.24,2025-07-06,False,False,normal
C001738,P0156,E12,F021,Comparación de Precios,Servicio de transporte,services,54609.67,2023-07-25,False,False,normal
C000030,P0044,E08,F022,Adjudicación Simplificada,Obra de rehabilitación vial,works,63994.08,2023-04-03,False,False,normal
C000351,P0213,E02,F011,Comparación de Precios,Consultoría en ingeniería,services,35297.73,2026-02-26,False,False,normal
C000203,P0073,E00,F038,Comparación de Precios,Adquisición de bienes de oficina,goods,55417.12,2025-10-14,False,False,normal
C002124,P0063,E17,F012,Licitación Pública,Suministro de combustible,goods,341214.44,2023-06-29,False,False,normal
C001366,P0141,E17,F003,Comparación de Precios,Suministro de combustible,goods,38130.48,2026-04-07,False,False,normal
C000567,P0172,E13,F055,Adjudicación Simplificada,Servicio de transporte,services,45643.82,2023-06-24,False,False,normal
C000063,P0094,E05,F052,,Obra de rehabilitación vial,works,81953.58,2025-02-18,False,False,normal
C001320,P0023,E09,F033,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,139155.17,2025-05-22,False,False,normal
C002299,P0214,E11,F054,Licitación Pública,Suministro de combustible,goods,430912.74,2025-04-24,False,False,normal
C001671,P0143,E17,F031,Licitación Pública,Suministro de combustible,goods,5575.98,2026-04-08,False,False,normal
C700002,P0178,E01,F048,Concurso Público,Servicio de capacitación,services,431661.24,2025-04-30,False,False,hard_negative_concentracion_legitima
C000156,P0128,E08,F028,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,137452.25,2026-05-29,False,False,normal
C002722,P0202,E02,F051,Comparación de Precios,Obra de rehabilitación vial,works,56613.74,2023-10-26,False,False,normal
C003253,P0164,E00,F041,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,534552.95,2025-09-24,False,False,normal
C001957,P0207,E08,F014,Licitación Pública,Suministro de combustible,goods,18290.37,2024-01-20,False,False,normal
C000192,P0030,E04,F019,Contratación Directa,Adquisición de materiales de construcción,goods,82129.12,2023-12-28,False,False,normal
C002379,P0026,E00,F010,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,18600.38,2026-06-13,False,False,normal
C003103,P0083,E14,F040,Comparación de Precios,Servicio de limpieza y vigilancia,services,35170.11,2023-06-10,False,False,normal
C000691,P0091,E03,F000,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,91946.8,2024-11-11,False,False,normal
C001874,P0100,E16,F057,Comparación de Precios,Suministro de combustible,goods,59115.23,2025-06-04,False,False,normal
C003228,P0080,E07,F013,Adjudicación Simplificada,Servicio de transporte,services,13922.89,2024-12-01,False,False,normal
